während,while,chwila
spiel,game,gra
nehme,take,brać
ersten,first,pierwszy
guter,goods,dobra
chance,chance,szansa
freundin,girlfriend,dziewczyna
krieg,war,wojna
gefällt,pleases,przyjemne
kleinen,small,mały
erzählen,tell,powiedzieć
anderes,other,inny
tage,days,dni
entschuldigen,excuse,wymówka
wichtig,important,ważny
gehst,walking,pieszy
allen,all,wszystko
bett,bed,łóżko
sachen,things,rzeczy
schlecht,bad,zły
schule,school,szkoła
entschuldigung,excuse,wymówka
wort,word,słowo
john,john,jan
hättest,would have,miałby
wären,be,być
typ,type,typ
schlafen,sleep,spać
euer,your,twój
captain,captain,kapitan
gesicht,face,twarz
falls,if,jeśli
neuen,new,nowy
bloß,just,tylko
unten,below,poniżej
teil,part,część
beiden,both,zarówno
mensch,person,osoba
kleiner,smaller,mniejszy
stellen,place,miejsce
oft,often,często
sorge,worries,zmartwienia
gedacht,thought,myśl
tust,tust,tust
trinken,drink,drink
einige,some,niektóre
dies,this,ten
ding,thing,rzecz
unseren,ours,nasz
kriegen,get,dostawać
blut,blood,krew
ehrlich,honest,uczciwy
eltern,parents,rodzice
scheint,appears,pojawia się
herz,heart,serce
glücklich,happy,szczęśliwy
alte,old,stary
alt,old,stary
bleib,stay,zostawać
wiedersehen,reunite,ponownie połączyć
frei,free,bezpłatny
wen,whom,kogo
drauf,on it,na tym
möglich,possible,możliwy
irgendwie,somehow,jakoś
reicht,suffices,wystarczy
fest,firmly,mocno
besten,best,to co najlepsze
waffe,weapon,broń
kaum,barely,ledwie
irgendwas,anything,wszystko
klingt,sounds,dźwięki
platz,place,miejsce
brauchst,needs,wymagania
rede,speech,przemówienie
papa,father,ojciec
falsch,incorrect,błędny
sondern,rather,raczej
alten,old,stary
nummer,number,numer
früher,earlier,wcześniej
jungen,boys,chłopcy
wohin,to where,dokąd
außer,except,z wyjątkiem
früh,early,wczesny
setzen,set,ustawić
zuerst,first,pierwszy
wahrscheinlich,probably,prawdopodobnie
dürfen,may,móc
jede,every,każdy
arsch,ass,tyłek
telefon,phone,telefon
tue,do,do
kennst,know,wiedzieć
willkommen,welcome,witamy
plan,plan,plan
großen,huge,ogromny
retten,rescue,ratunek
hierher,here,tutaj
wär,would be,byłoby
bring,bring,przynieść
fehler,mistake,błąd
wollt,want,chcieć
dollar,dollar,dolar
zehn,ten,dziesięć
allem,all,wszystko
pass,passport,paszport
nächste,next,następny
stunde,hour,godzina
hände,hands,ręce
gegeben,given,dany
menge,crowd,tłum
langsam,slow,powolny
bereits,already,już
wartet,waiting,czekanie
sechs,six,sześć
lieben,love,miłość
meines,mine,kopalnia
büro,office,biuro
nächsten,next,następny
gebe,gift,prezent
wochen,weeks,tygodnie
ruf,call,dzwonić
schaffen,create,tworzyć
leider,unfortunately,niestety
scheiß,shit,gówno
hölle,hell,piekło
trotzdem,despite it,mimo to
doktor,doctor,lekarz
new,new,nowy
voll,full,pełny
film,movie,film
überall,overall,ogólnie
hund,dog,pies
geworden,become,stać się
direkt,direct,bezpośredni
wolltest,wanted,poszukiwany
tat,did,zrobił
denkt,thinks,myśli
schiff,ship,statek
neues,new,nowy
wem,whom,kogo
könig,king,król
danach,thereafter,odtąd
funktioniert,functions,funkcje
hattest,hate,nienawidzić
lernen,learn,uczyć się
deswegen,because of this,z tego powodu
nennen,to name,nazwać
feuer,fire,ogień
laufen,run,uruchomić
alleine,alone,sam
erinnern,remember,pamiętać
völlig,fully,w pełni
kleines,small,mały
könnt,can,móc
stelle,job,stanowisko
kumpel,dude,gość
verlieren,lose,stracić
probleme,problems,problemy
spricht,speaks,mówi
kaffee,coffee,kawa
luft,air,powietrze
fand,found,znaleziony
entschuldige,excuse,wymówka
ziehen,pull,ciągnąć
verschwinden,disappear,zniknąć
könntest,might,móc
seht,look,patrzeć
aufhören,stop,zatrzymywać się
eigenen,own,własny
richtige,right one,prawy
unserem,ours,nasz
suche,seek,szukać
zwar,that is,to jest
groß,large,duży
hol,brow,brew
buch,a book,książka
krank,sick,chory
fühle,feel,czuć
jedes,every,każdy
verstehst,understand,zrozumieć
wert,value,wartość
arzt,physician,lekarz
froh,joyful,radosny
versuche,try,próbować
straße,street,ulica
rufen,call,dzwonić
heiraten,marry,ożenić
super,excellent,doskonały
sam,sam,sam
lebt,lives,zyje
gutes,good,dobry
lasse,let,pozwalać
onkel,uncle,wujek
total,total,całkowity
gebracht,brought,przyniósł
party,party,impreza
erklären,explain,wyjaśnić
spielt,plays,gra
wahl,choice,wybór
vertrauen,trust,zaufanie
damals,at that time,w tym czasie
tagen,days,dni
leicht,light,światło
nachdem,after,po
gegangen,went,wszedł
gefühl,feeling,uczucie
kaufen,buy,kupić
geschafft,done,zrobione
typen,guy,facet
interessiert,interested,zainteresowany
möchten,would like,chciałby
halte,hold,trzymać
hält,holds,trzyma
glaub,belief,wiara
irgendwo,somewhere,gdzieś
stück,piece,sztuka
genauso,just as,tak jak
kennt,knows,wie
genommen,taken,zajęty
zukunft,future,przyszły
weniger,fewer,mniej
cool,cool,fajny
licht,light,światło
getroffen,met,spotkał
himmel,heaven,niebo
nachricht,news,aktualności
drüben,over there,tam
passt,fits,pasuje
sagten,said,powiedział
kümmern,take care of,opiekować się
laut,loud,głośny
vergiss,forgetful,zapominalski
angerufen,called,zwany
sitzen,sit,siedzieć
daß,that,to
erde,earth,ziemia
großer,greater,większy
schlüssel,key,klucz
rest,rest,odpoczynek
passieren,happen,zdarzyć
eher,rather,raczej
gefragt,asked,spytał
gefängnis,jail,więzienie
opfer,victim,ofiara
körper,body,ciało
solche,such,taki
mist,damn,cholera
findet,find,znajdować
schreiben,write,pisać
böse,mean,mieć na myśli
gesprochen,spoken,mówiony
versuch,attempt,próba
vorstellen,introduce,wprowadzić
wovon,about what,o czym
sobald,as soon,tak szybko
nochmal,once again,jeszcze raz
herren,men's,męskie
waffen,weapons,bronie
wohnung,apartment,apartament
weh,sore,obolały
heißen,be called,zostać wezwanym
krankenhaus,hospital,szpital
bringe,bring,przynieść
höre,listen,słuchać
millionen,millions,miliony
klasse,class,klasa
hart,hard,twardy
worden,gone,stracony
sinn,sense,sens
außerdem,aside from that,poza tym
verletzt,injured,ranny
ändern,change,zmiana
erfahren,experience,doświadczenie
tragen,carry,nosić
wenigstens,at least,co najmniej
vorsichtig,cautious,ostrożny
daddy,daddy,tatuś
stolz,proud,dumny
stark,strong,mocny
fällt,fall,jesień
möchtest,want,chcieć
leuten,people,ludzie
besonders,particularly,w szczególności
schöne,lovely,śliczny
schicken,send,wysłać
person,person,osoba
schätze,appreciate,doceniać
solange,as long as,dopóki
länger,longer,dłużej
großartig,great,świetnie
lacht,laughs,śmiech
anrufen,call up,mobilizować
stand,was standing,stał
redest,speech,przemówienie
fühlen,feel,czuć
erwartet,expected,oczekiwany
boden,floor,podłoga
boss,boss,szef
stimme,voice,głos
glaubt,believes,wierzy
still,quiet,cichy
sicherheit,security,bezpieczeństwo
setz,setting,ustawienie
mund,mouth,usta
kämpfen,battle,bitwa
wisst,know,wiedzieć
lachen,laugh,śmiech
hörst,hear,słyszeć
zeug,things,rzeczy
lustig,fun,zabawa
umbringen,kill,zabić
sollst,thorough,dokładny
hasse,hate,nienawidzić
schlimm,terrible,straszny
unglaublich,unbelievable,nie do wiary
wärst,be,być
laden,load,obciążenie
führen,to lead,prowadzić
gestorben,died,zmarł
schauen,look,patrzeć
meinung,opinion,opinia
lesen,read,czytać
mörder,murderer,morderca
geschehen,happen,zdarzyć
geschäft,business,biznes
idiot,idiot,idiota
verzeihung,forgiveness,przebaczenie
fliegen,fly,latać
zeig,show,pokazywać
team,team,zespół
general,general,ogólny
aufs,onto,na
vorher,beforehand,uprzednio
schluss,ending,kończący się
schneller,more quickly,szybciej
liebt,loved,kochany
verdient,earned,zarobiony
mögen,like,tak jak
meisten,most,bardzo
denk,think,myśleć
umgebracht,killed,zabity
perfekt,perfect,doskonały
versprochen,promised,obiecane
handy,mobile,mobilny
hinten,rear,tył
monate,months,miesiące
erinnere,remind,przypomnieć
acht,eight,osiem
arbeitet,is working,działa
fallen,fall,jesień
rufe,calls,połączenia
nötig,necessary,niezbędny
mord,murder,morderstwo
heraus,out of here,stąd
tages,day,dzień
unmöglich,impossible,niemożliwe
liebling,darling,kochanie
tatsächlich,actually,właściwie
folgen,consequences,konsekwencje
bitten,request,wniosek
behalten,keep,trzymać
nähe,vicinity,sąsiedztwo
arbeite,work,praca
verdammte,damn,cholera
plötzlich,suddenly,nagle
lebens,life,życie
hole,hole,otwór
tisch,table,tabela
hörte,heard,usłyszał
jemals,ever,kiedykolwiek
liegen,lay,położyć
verkaufen,sell,sprzedać
gefährlich,dangerous,niebezpieczny
anfangen,begin,zaczynać
bekommt,receives,odbiera
machte,made,zrobiony
hotel,hotel,hotel
hilft,helps,pomaga
werdet,become,stać się
meister,master,gospodarz
kampf,battle,bitwa
antwort,answer,odpowiedź
konnten,could,mógł
geschickt,sent,wysłano
jedem,each,każdy
obwohl,although,chociaż
sieben,seven,siedem
komisch,funny,śmieszny
gewinnen,win,wygrać
ihres,hers,jej
bezahlt,paid,płatny
voller,full of,pełen
unterwegs,traveling,podróżny
dumm,dumb,głupi
ärger,aggravation,pogorszenie
bild,picture,zdjęcie
neu,new,nowy
bezahlen,pay,płacić
dagegen,against it,przeciwko temu
seien,be,być
starb,died,zmarł
monaten,months,miesiące
leiche,corpse,zwłoki
niemanden,nobody,nikt
auge,eye,oko
arschloch,asshole,dupek
verheiratet,married,żonaty
peter,peter,piotr
zieh,pull,ciągnąć
nimmt,takes,trwa
gerettet,rescued,uratowany
agent,agent,agent
traum,dream,marzenie
entscheidung,decision,decyzja
schlimmer,worse,gorzej
regeln,rules,zasady
fenster,window,okno
fangen,catch,złapać
fort,on,na
ständig,constant,stały
findest,find,znajdować
gefahr,danger,niebezpieczeństwo
absolut,absolutely,absolutnie
augenblick,moment,za chwilę
bescheid,notice,ogłoszenie
rum,rum,rum
gedanken,thoughts,myśli
werd,werry,werry
ziel,goal,bramka
benutzt,used,używany
bewegung,movement,ruch
jemandem,someone,ktoś
wünschte,wish,życzenie
worte,words,słowa
kamen,came,wszedł
welcher,which,który
zahlen,pay,płacić
anfang,beginning,początek
legen,place,miejsce
erinnerst,reminded,przypomniane
anwalt,attorney,adwokat
fahr,driving,napędowy
sitzt,sitting,posiedzenie
hilf,help,pomoc
offen,open,otwarty
schönen,beautiful,piękny
müsste,should,powinien
arme,poor,słaby
bier,beer,piwo
fürs,for,do
partner,partner,partner
klein,small,mały
klappe,flap,klapka
süß,sweet,słodki
herum,hereabouts,w pobliżu
finger,finger,palec
ehe,before,zanim
rolle,role,rola
ließ,left,lewy
gleiche,same,to samo
monat,month,miesiąc
hochzeit,marriage,małżeństwo
führt,leads,wskazówki
wach,awake,obudzony
wozu,for what reason,z jakiego powodu
arm,poor,słaby
geschrieben,written,pisemny
chef,boss,szef
benutzen,use,używać
informationen,information,informacja
erledigt,completed,zakończony
hoffentlich,hopefully,miejmy nadzieję
müsst,must,musieć
fühlt,feels,odczucia
tanzen,dance,taniec
ansehen,view,pogląd
darfst,may,móc
zuhause,at home,w domu
wunderbar,wonderful,wspaniały
hältst,hold,trzymać
reise,trip,wycieczka
gewonnen,won,wygrał
dame,lady,dama
irgendwann,sometime,czasami
steckt,plugged,zatkany
jedenfalls,in any case,w każdym przypadku
schreit,cries,płacz
tolle,great,świetnie
rüber,over,nad
tschüss,bye,do widzenia
nennt,names,nazwy
raum,space,przestrzeń
heiß,hot,gorący
foto,photo,zdjęcie
kalt,cold,zimno
irgendetwas,anything,wszystko
weile,while,chwila
bisher,until now,do teraz
minute,minute,minuta
unbedingt,absolutely,absolutnie
zug,train,pociąg
sekunden,seconds,sekundy
wofür,for what,po co
erzähl,tell,powiedzieć
nen,nen,nen
beweise,proofs,dowody
nahm,took,wziął
aller,all,wszystko
freut,is happy,jest szczęśliwy
seele,soul,dusza
schießen,shoot,strzelać
müde,tired,zmęczony
dauert,lasts,trwa
magst,like,tak jak
brief,letter,list
gelernt,learned,nauczyli
sucht,seeks,szuka
bekannt,known,znany
weitere,further,dalej
unfall,accident,wypadek
dahin,then,następnie
kontrolle,control,kontrola
beispiel,example,przykład
lady,lady,dama
dasselbe,the same thing,to samo
herzen,heart,serce
schlagen,hit,uderzyć
wütend,furious,wściekły
weise,way,sposób
damen,ladies,damski
darin,in this,w tym
gottes,god,bóg
holt,get,dostawać
fehlt,is missing,brakuje
vorsicht,caution,ostrożność
heiße,name is,nazwa to
beweisen,prove,udowodnić
gehabt,had,miał
zumindest,at least,co najmniej
vermisst,missing,zaginiony
hübsch,pretty,ładny
kriegt,gets,dostaje
verbindung,connection,połączenie
tief,deep,głęboko
richtung,direction,kierunek
lage,location,lokalizacja
sowieso,anyway,w każdym razie
kraft,power,moc
normal,normal,normalna
lauf,run,uruchomić
ehre,honor,honor
stell,stall,stoisko
geschenk,gift,prezent
bar,bar,bar
tasche,bag,torba
gelesen,had read,przeczytał
gekauft,bought,kupił
wussten,knew,wiedziałem
gestohlen,stolen,skradziony
hunger,hunger,głód
leg,leg,noga
lügen,lie,kłamstwo
beziehung,relationship,relacja
verschwunden,disappeared,zniknął
steh,standing,na stojąco
nächstes,next,następny
gearbeitet,worked,pracował
preis,price,cena
witz,joke,żart
meinte,meant,oznaczał
liste,list,lista
geist,spirit,duch
neben,next to,obok
gesucht,sought,poszukiwany
firma,company,firma
süße,sweetness,słodycz
rücken,move,przenosić
schrecklich,terrible,straszny
letzter,last,ostatni
verliebt,in love,zakochany
öffnen,open,otwarty
redet,talking,rozmawiając
boot,boat,łódź
seltsam,strange,dziwny
versteckt,hidden,ukryty
fürchte,fear,strach
verschwinde,disappear,zniknąć
erwischt,caught,złapany
verkauft,sold,sprzedany
tante,aunt,ciotka
erwarten,expect,oczekiwać
pferd,horse,koń
wunder,wonder,zastanawiać się
sauer,sour,kwaśny
vermutlich,allegedly,rzekomo
näher,closer,bliższy
major,major,główny
jung,young,młody
majestät,majesty,majestat
aussehen,look,patrzeć
ans,ans,ans
links,left,lewy
großes,big,duży
welches,which,który
beschützen,to protect,chronić
geboren,born,urodzić się
erreichen,to reach,osiągnąć
punkt,point,punkt
kindern,children,dzieci
kirche,church,kościół
verraten,reveal,ujawnić
selber,himself,samego siebie
befehl,command,komenda
colonel,colonel,pułkownik
fährt,moves,ruchy
zieht,pull,ciągnąć
geburtstag,birthday,urodziny
haut,skin,skóra
wette,bet,zakład
reich,rich,bogaty
sekunde,second,drugi
fahre,drive,prowadzić
schwöre,swear,przeklinać
geredet,talked out,rozmawiał
james,james,james
eigene,own,własny
zeiten,times,czasy
traurig,sad,smutny
anruf,phone call,połączenie telefoniczne
nachrichten,news,aktualności
frieden,peace,pokój
karte,map,mapa
güte,quality,jakość
euren,yours,twój
diesmal,this time,tym razem
schade,pity,szkoda
persönlich,personal,osobisty
kriege,wars,wojny
stirbt,dies,umiera
bleibe,stay,zostawać
verändert,changes,zmiany
sonne,sun,słońce
lieb,dear,drogi
nämlich,namely,mianowicie
letztes,last,ostatni
bekam,got,dostał
ruft,calls,połączenia
professor,professor,profesor
gericht,court,sąd
nase,nose,nos
ewig,eternal,wieczny
singen,to sing,śpiewać
bank,bank,bank
beschäftigt,occupied,zajęty
computer,computer,komputer
yeah,yeah,tak
toten,kill,zabić
weihnachten,christmas,boże narodzenie
offensichtlich,apparently,najwyraźniej
naja,oh well,no cóż
gefühle,feelings,uczucia
fuß,foot,stopa
show,show,pokazywać
überraschung,surprise,niespodzianka
geheimnis,secret,sekret
kontakt,contact,kontakt
gold,gold,złoto
drogen,drugs,narkotyki
regierung,government,rząd
wein,wine,wino
kriegst,get,dostawać
ermordet,murdered,zamordowany
fotos,photos,zdjęcia
entfernt,removed,removed
geschlafen,slept,spał
manche,some,niektóre
erledigen,complete,kompletny
ran,ran,biegł
gegenüber,across from,naprzeciw
schlaf,sleep,spać
lust,desire,pragnienie
wunderschön,beautiful,piękny
witzig,funny,śmieszny
nick,nick,nacięcie
zerstört,destroyed,zniszczony
übrigens,by the way,przy okazji
willen,sake,powód
heim,home,dom
richtigen,right,prawidłowy
deines,yours,twój
namens,called,zwany
zeigt,shows,przedstawia
geliebt,loved,kochany
gehören,belong,przynależeć
brachte,brought,przyniósł
herrn,mr,pan
blick,view,pogląd
besuch,visit,odwiedzać
schlechte,bad,zły
bewegen,move,przenosić
haare,hair,włosy
antworten,answer,odpowiedź
präsident,president,prezydent
sagtest,says,mówi
hoffnung,hope,mieć nadzieję
stecken,put,umieścić
lebe,live,na żywo
rechts,to the right,w prawo
interessant,interesting,ciekawy
entscheiden,decide,decydować
miteinander,commonality,wspólność
meint,means,oznacza
liebst,loving,kochający
indem,in which,w którym
bleibst,stay,zostawać
kümmere,care,opieka
wohnen,reside,zamieszkać
weder,neither,żaden
möglichkeit,possibility,możliwość
kaputt,broken,złamany
bekomme,get,dostawać
flugzeug,airplane,samolot
vergangenheit,past,przeszłość
anderer,another,inny
zweite,second,drugi
armee,army,armia
tee,tea,herbata
entweder,either,albo
weiss,white,biały
detective,detective,detektyw
